timedelta,P,Q
1252800,-998.425659179688,-99.8425659179688
1253100,-1001.48553466797,-100.148553466797
1253400,-1004.45690917969,-100.445690917969
1253700,-1007.33758544922,-100.733758544922
1254000,-1010.12567138672,-101.012567138672
1254300,-1012.81921386719,-101.281921386719
1254600,-1015.41650390625,-101.541650390625
1254900,-1017.91583251953,-101.791583251953
1255200,-1020.3154296875,-102.03154296875
1255500,-1022.61389160156,-102.261389160156
1255800,-1024.80969238281,-102.480969238281
1256100,-1026.90124511719,-102.690124511719
1256400,-1028.88745117188,-102.888745117188
1256700,-1055.36376953125,-105.536376953125
1257000,-1081.33959960938,-108.133959960938
1257300,-1135.01623535156,-113.501623535156
1257600,-1159.5,-115.95
1257900,-1183.35815429688,-118.335815429688
1258200,-1206.55725097656,-120.655725097656
1258500,-1229.06457519531,-122.906457519531
1258800,-1250.84814453125,-125.084814453125
1259100,-1271.87670898438,-127.187670898438
1259400,-1292.11999511719,-129.211999511719
1259700,-1311.54833984375,-131.154833984375
1260000,-1354.40649414062,-135.440649414062
1260300,-1292.01672363281,-129.201672363281
1260600,-1254.07348632812,-125.407348632812
1260900,-1216.34875488281,-121.634875488281
1261200,-1178.88818359375,-117.888818359375
1261500,-1141.73779296875,-114.173779296875
1261800,-1104.943359375,-110.4943359375
1262100,-1068.55053710938,-106.855053710938
1262400,-1032.60485839844,-103.260485839844
1262700,-976.232116699219,-97.6232116699219
1263000,-941.800537109375,-94.1800537109375
1263300,-907.970947265625,-90.7970947265625
1263600,-874.786865234375,-87.4786865234375
1263900,-853.67431640625,-85.367431640625
1264200,-832.665832519531,-83.2665832519531
1264500,-811.770446777344,-81.1770446777344
1264800,-790.997253417969,-79.0997253417969
1265100,-770.355102539062,-77.0355102539062
1265400,-749.852783203125,-74.9852783203125
1265700,-729.498901367188,-72.9498901367188
1266000,-709.301940917969,-70.9301940917969
1266300,-689.270202636719,-68.9270202636719
1266600,-669.411926269531,-66.9411926269531
1266900,-634.962646484375,-63.4962646484375
1267200,-616.267211914062,-61.6267211914062
1267500,-608.303833007812,-60.8303833007812
1267800,-600.147399902344,-60.0147399902344
1268100,-591.793884277344,-59.1793884277344
1268400,-583.239074707031,-58.3239074707031
1268700,-574.478759765625,-57.4478759765625
1269000,-565.508850097656,-56.5508850097656
1269300,-556.325012207031,-55.6325012207031
1269600,-546.923034667969,-54.6923034667969
1269900,-545.039978027344,-54.5039978027344
1270200,-534.515869140625,-53.4515869140625
1270500,-523.763061523438,-52.3763061523438
1270800,-512.776184082031,-51.2776184082031
1271100,-504.968414306641,-50.4968414306641
1271400,-496.462158203125,-49.6462158203125
1271700,-487.248443603516,-48.7248443603516
1272000,-477.318542480469,-47.7318542480469
1272300,-466.663909912109,-46.6663909912109
1272600,-455.276062011719,-45.5276062011719
1272900,-443.146667480469,-44.3146667480469
1273200,-430.267456054688,-43.0267456054688
1273500,-416.630065917969,-41.6630065917969
1273800,-402.225952148438,-40.2225952148438
1274100,-387.046417236328,-38.7046417236328
1274400,-371.082305908203,-37.1082305908203
1274700,-349.125122070312,-34.9125122070312
1275000,-327.417694091797,-32.7417694091797
1275300,-305.961120605469,-30.5961120605469
1275600,-284.755462646484,-28.4755462646484
1275900,-263.799652099609,-26.3799652099609
1276200,-243.091293334961,-24.3091293334961
1276500,-222.626480102539,-22.2626480102539
1276800,-202.399520874023,-20.2399520874023
1277100,-182.402648925781,-18.2402648925781
1277400,-166.6640625,-16.66640625
1277700,-163.815551757812,-16.3815551757812
1278000,-153.638656616211,-15.3638656616211
1278300,-144.476364135742,-14.4476364135742
1278600,-135.303283691406,-13.5303283691406
1278900,-126.123840332031,-12.6123840332031
1279200,-116.943939208984,-11.6943939208984
1279500,-107.771598815918,-10.7771598815918
1279800,-98.6179504394531,-9.86179504394531
1280100,-89.4988403320312,-8.94988403320312
1280400,-80.4372253417969,-8.04372253417969
1280700,-71.4667510986328,-7.14667510986328
1281000,-62.63671875,-6.263671875
1281300,-54.0174789428711,-5.40174789428711
1281600,-45.7012634277344,-4.57012634277344
1281900,-40.4445343017578,-4.04445343017578
1282200,-51.9968910217285,-5.19968910217285
1282500,-46.8629150390625,-4.68629150390625
1282800,-41.7141189575195,-4.17141189575195
1283100,-36.5505752563477,-3.65505752563477
1283400,-31.3723602294922,-3.13723602294922
1283700,-26.1795597076416,-2.61795597076416
1284000,-20.972261428833,-2.0972261428833
1284300,-15.7505578994751,-1.57505578994751
1284600,-10.5145444869995,-1.05145444869995
1284900,-5.26432323455811,-0.526432323455811
1285200,0,0
1285500,0,0
1285800,0,0
1286100,0,0
1286400,0,0
1286700,0,0
1287000,0,0
1287300,0,0
1287600,0,0
1287900,0,0
1288200,0,0
1288500,0,0
1288800,0,0
1289100,0,0
1289400,0,0
1289700,0,0
1290000,0,0
1290300,0,0
1290600,0,0
1290900,0,0
1291200,0,0
1291500,0,0
1291800,0,0
1292100,0,0
1292400,0,0
1292700,0,0
1293000,0,0
1293300,0,0
1293600,0,0
1293900,0,0
1294200,0,0
1294500,0,0
1294800,0,0
1295100,0,0
1295400,0,0
1295700,0,0
1296000,0,0
